Fecha,Día,Hora,Tipo_Contenido,Archivo,Estado,Contexto_Nota,Experiment_ID,Mother_Day_Check
2026-08-27,Jueves,11:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-27,Jueves,13:30,Reuse_Top,260573 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-27,Jueves,16:00,Reuse_Top,260542 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-27,Jueves,17:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-28,Viernes,10:00,Reuse_Top,260527 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-28,Viernes,11:00,Reuse_Top,260543 - Evan.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-28,Viernes,13:30,Reuse_Top,260590 - Maeve.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-28,Viernes,16:00,Reuse_Top,260673 - Universe.png,Propuesto,humor absurdo; flexible,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-28,Viernes,17:00,Reuse_Top,Universe - Existencial 260507.png,Propuesto,frase romántica; preferir tarde/noche,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-29,Sábado,10:00,Reuse_Top,741 - Elara+Maeve.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-29,Sábado,11:00,Reuse_Top,260663 - Kiri.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-29,Sábado,13:30,Reuse_Top,260583 - Universe.png,Propuesto,humor afectivo; flexible,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-29,Sábado,19:00,Reuse_Top,260559 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-30,Domingo,10:00,Reuse_Top,260563.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-30,Domingo,13:30,Reuse_Top,260650 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-30,Domingo,16:00,Reuse_Top,260514 - Que feo fingir que estas bien.png,Propuesto,frase emocional; flexible,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-30,Domingo,19:00,Reuse_Top,260539 - Evan+Kiri.png,Propuesto,contexto romántico/sexualizado; preferir tarde/noche,EXP-2026-08-CAL-01,No_Día_de_la_Madre
2026-08-30,Domingo,22:00,Reuse_Top,humor4.16.png,Propuesto,contexto sexualizado; preferir 22:00,EXP-2026-08-CAL-01,No_Día_de_la_Madre
