Staging_ID,Alias_ID,Publication_ID,Asset_Key,Publication_Asset_Ref,Meta_Post_ID,Permalink,Planned_Date_Local,Planned_Time_Local,Local_Evidence_Paths,Local_Evidence_SHA256,Inventory_ID_Current,Staging_Status,CNT_Creation_Allowed,Canon_Impact,Next_Action
STG-17_30-011,ALIAS-0033,PUB-FB-17_30-20,2608038,2608038- Ganso - Mejor pudriendome en dinero.jpeg,1036844829507460_122151375111072582,https://www.facebook.com/122146890051072582/posts/122151375111072582,2026-08-20,11:00,/home/ubuntu/calendar_visual_review_20260816/2608038__2608038- Ganso - Mejor pudriendome en dinero.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608038__2608038- Ganso - Mejor pudriendome en dinero.jpeg=01975b91ed26b45777ce180e990aea3ff4457f68cd4e67fd46565d14bda956d4,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-012,ALIAS-0035,PUB-FB-17_30-22,2608056,2608056 - Wilfred - Analize tu contexto.jpeg,1036844829507460_122151375303072582,https://www.facebook.com/122146890051072582/posts/122151375303072582,2026-08-20,16:00,/home/ubuntu/calendar_visual_review_20260816/2608056__2608056 - Wilfred - Analize tu contexto.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608056__2608056 - Wilfred - Analize tu contexto.jpeg=cfc3c49c6851a16dda15227d36b7bd36b9355719f8fd0ecf19b3f56e21a6c260,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-013,ALIAS-0037,PUB-FB-17_30-24,2608041,2608041 - Maeve+kael - No me averguenza amar.jpeg,1036844829507460_122151375465072582,https://www.facebook.com/122146890051072582/posts/122151375465072582,2026-08-20,19:00,/home/ubuntu/calendar_visual_review_20260816/2608041__2608041 - Maeve+kael - No me averguenza amar.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608041__2608041 - Maeve+kael - No me averguenza amar.jpeg=bf831ab3538a600bb60de27f943e6f174c266dd09e9fbde1d41525142509954e,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-014,ALIAS-0040,PUB-FB-17_30-27,2608049,2608049 - Elara - Tibio tu cafe.jpeg,1036844829507460_122151375759072582,https://www.facebook.com/122146890051072582/posts/122151375759072582,2026-08-21,13:30,/home/ubuntu/calendar_visual_review_20260816/2608049__2608049 - Elara - Tibio tu cafe.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608049__2608049 - Elara - Tibio tu cafe.jpeg=4c307106c23701a5ee7411c4e6c974ad140a0d07f47b87e6210ca50807cbb6f1,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-015,ALIAS-0042,PUB-FB-17_30-29,2608050,2608050 - Universe - A ponerse en forma.jpeg,1036844829507460_122151375927072582,https://www.facebook.com/122146890051072582/posts/122151375927072582,2026-08-22,10:00,/home/ubuntu/calendar_visual_review_20260816/2608050__2608050 - Universe - A ponerse en forma.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608050__2608050 - Universe - A ponerse en forma.jpeg=4eaa4d6cb95cc58ba957418c5814df556de2c8ce745473cddb85f79f4006b339,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-016,ALIAS-0044,PUB-FB-17_30-31,2608063,2608063 - Universe - Larga vida a esas mujeres.jpeg,1036844829507460_122151376083072582,https://www.facebook.com/122146890051072582/posts/122151376083072582,2026-08-22,13:30,/home/ubuntu/calendar_visual_review_20260816/2608063__2608063 - Universe - Larga vida a esas mujeres.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608063__2608063 - Universe - Larga vida a esas mujeres.jpeg=d279e217502df5d77c665747f5d80fe2b415a82175c031c5b170b17f3f40ee99,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-017,ALIAS-0046,PUB-FB-17_30-33,2608035,2608035- Maeve - La necesidad de enloquecer.jpeg,1036844829507460_122151376281072582,https://www.facebook.com/122146890051072582/posts/122151376281072582,2026-08-23,10:00,/home/ubuntu/calendar_visual_review_20260816/2608035__2608035- Maeve - La necesidad de enloquecer.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608035__2608035- Maeve - La necesidad de enloquecer.jpeg=3a25089a623d54a5fd492113d6bf5f303682a5b6406ef53ba95df2974573b597,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-018,ALIAS-0048,PUB-FB-17_30-35,2608057,2608057 - Fantasma - Sabes que me caeria bien.jpeg,1036844829507460_122151376455072582,https://www.facebook.com/122146890051072582/posts/122151376455072582,2026-08-23,16:00,/home/ubuntu/calendar_visual_review_20260816/2608057__2608057 - Fantasma - Sabes que me caeria bien.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608057__2608057 - Fantasma - Sabes que me caeria bien.jpeg=77800462740f170bbcc737698397cf538235392610ea23ad871ae3746958f910,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-019,ALIAS-0053,PUB-FB-17_30-40,2608048,2608048 - Universe - Inalcanzable para todos.jpeg,1036844829507460_122151376851072582,https://www.facebook.com/122146890051072582/posts/122151376851072582,2026-08-24,13:30,/home/ubuntu/calendar_visual_review_20260816/2608048__2608048 - Universe - Inalcanzable para todos.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608048__2608048 - Universe - Inalcanzable para todos.jpeg=fecb440759a4ffd8acbfcbc2b29e1e1a39cf6a25d6cc3c4906c7d4cf933cc83e,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-020,ALIAS-0055,PUB-FB-17_30-42,2608053,2608053 - Universe - Quieras o no.jpeg,1036844829507460_122151377019072582,https://www.facebook.com/122146890051072582/posts/122151377019072582,2026-08-24,17:00,/home/ubuntu/calendar_visual_review_20260816/2608053__2608053 - Universe - Quieras o no.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608053__2608053 - Universe - Quieras o no.jpeg=b35580632f34e2c6c3010e99c0e9483c49e66e6ca81581c3756fb664d641d8d5,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-021,ALIAS-0060,PUB-FB-17_30-47,2608062,2608062 - Kiri+Evan - prestame el marron.jpeg,1036844829507460_122151377475072582,https://www.facebook.com/122146890051072582/posts/122151377475072582,2026-08-25,16:00,/home/ubuntu/calendar_visual_review_20260816/2608062__2608062 - Kiri+Evan - prestame el marron.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608062__2608062 - Kiri+Evan - prestame el marron.jpeg=94a7f6348392d9e5d4a81ca1f93886f99d9ab9ee6726ac1cdcb1cfbb78bd1208,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-022,ALIAS-0062,PUB-FB-17_30-49,2608043,2608043 - Maeve - No te pedi que me revivieras.jpeg,1036844829507460_122151377649072582,https://www.facebook.com/122146890051072582/posts/122151377649072582,2026-08-25,19:00,/home/ubuntu/calendar_visual_review_20260816/2608043__2608043 - Maeve - No te pedi que me revivieras.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608043__2608043 - Maeve - No te pedi que me revivieras.jpeg=d85969929c82f5cde87f1f58344d794e79829b384638f81807db20f44465e0cb,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-023,ALIAS-0064,PUB-FB-17_30-51,2608065,2608065 - Fantasma - Pedazo de socrates.jpeg,1036844829507460_122151377829072582,https://www.facebook.com/122146890051072582/posts/122151377829072582,2026-08-26,11:00,/home/ubuntu/calendar_visual_review_20260816/2608065__2608065 - Fantasma - Pedazo de socrates.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608065__2608065 - Fantasma - Pedazo de socrates.jpeg=914e99f6f109a9ee99bd04baa471c768ce4df0d86398069d065c2893a09a2cbc,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-024,ALIAS-0066,PUB-FB-17_30-53,2608058,2608058 - Silvio - Tiene que dar tranquilidad.jpeg,1036844829507460_122151377979072582,https://www.facebook.com/122146890051072582/posts/122151377979072582,2026-08-26,16:00,/home/ubuntu/calendar_visual_review_20260816/2608058__2608058 - Silvio - Tiene que dar tranquilidad.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608058__2608058 - Silvio - Tiene que dar tranquilidad.jpeg=358537b9596798999fd5582242b74f0f124061738d60ddfdc81a7b62e5369ab8,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-025,ALIAS-0068,PUB-FB-17_30-55,2608044,2608044 - Silvio - Sabra dios cuantos ligues.jpeg,1036844829507460_122151378153072582,https://www.facebook.com/122146890051072582/posts/122151378153072582,2026-08-26,19:00,/home/ubuntu/calendar_visual_review_20260816/2608044__2608044 - Silvio - Sabra dios cuantos ligues.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608044__2608044 - Silvio - Sabra dios cuantos ligues.jpeg=c193cf51f26adff99346cc066094b3f7619017766ba10bb610acd97a15ed54de,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-026,ALIAS-0070,PUB-FB-17_30-57,2608042,2608042 - Maeve+kael - Te quiero besiquiar.jpeg,1036844829507460_122151378327072582,https://www.facebook.com/122146890051072582/posts/122151378327072582,2026-08-27,11:00,/home/ubuntu/calendar_visual_review_20260816/2608042__2608042 - Maeve+kael - Te quiero besiquiar.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608042__2608042 - Maeve+kael - Te quiero besiquiar.jpeg=0fbece8162d6fd40f54320e5927edfe97a107719581f585b3282849ac4543982,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-027,ALIAS-0072,PUB-FB-17_30-59,2608064,2608064 - Universe - Quieren hacer pendejo al que nacio asi.jpeg,1036844829507460_122151378495072582,https://www.facebook.com/122146890051072582/posts/122151378495072582,2026-08-27,16:00,/home/ubuntu/calendar_visual_review_20260816/2608064__2608064 - Universe - Quieren hacer pendejo al que nacio asi.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608064__2608064 - Universe - Quieren hacer pendejo al que nacio asi.jpeg=fb26a117fcd5335ea35716314a87619e59c178ebaf1fc169f7690e5c10188953,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-028,ALIAS-0074,PUB-FB-17_30-61,2608055,2608055 - Kiri - Parezco normal.jpeg,1036844829507460_122151378639072582,https://www.facebook.com/122146890051072582/posts/122151378639072582,2026-08-27,19:00,/home/ubuntu/calendar_visual_review_20260816/2608055__2608055 - Kiri - Parezco normal.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608055__2608055 - Kiri - Parezco normal.jpeg=9cf100382d15a06a54fadb754aa889474a8218aa3e4cd00607b7e4692930a37e,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-029,ALIAS-0077,PUB-FB-17_30-64,2608059,2608059 - Kael - Si la vida te da limones.jpeg,1036844829507460_122151378879072582,https://www.facebook.com/122146890051072582/posts/122151378879072582,2026-08-28,13:30,/home/ubuntu/calendar_visual_review_20260816/2608059__2608059 - Kael - Si la vida te da limones.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608059__2608059 - Kael - Si la vida te da limones.jpeg=4575fe4a1aa9e35c8803f7e962d0fa3a7fa4c71f456b2a17432ac5ff7199a933,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-030,ALIAS-0079,PUB-FB-17_30-66,2608045,2608045 - Kiri+Evan - No te voy a mentir.jpeg,1036844829507460_122151379047072582,https://www.facebook.com/122146890051072582/posts/122151379047072582,2026-08-29,10:00,/home/ubuntu/calendar_visual_review_20260816/2608045__2608045 - Kiri+Evan - No te voy a mentir.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608045__2608045 - Kiri+Evan - No te voy a mentir.jpeg=c0b1e279a9d84d3cd0183c768312fe90c55469818f163289804b5b483a7d0449,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-031,ALIAS-0081,PUB-FB-17_30-68,2608047,2608047 - Kael - Inolerancia a la lactosa.jpeg,1036844829507460_122151379203072582,https://www.facebook.com/122146890051072582/posts/122151379203072582,2026-08-29,13:30,/home/ubuntu/calendar_visual_review_20260816/2608047__2608047 - Kael - Inolerancia a la lactosa.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608047__2608047 - Kael - Inolerancia a la lactosa.jpeg=7f3878c42fcea4a295f940285ac68701e96d38573c303fcbab4522cbc28f9804,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-032,ALIAS-0083,PUB-FB-17_30-70,2608054,2608054 - Maeve - Salgamos a hablar de todo.jpeg,1036844829507460_122151379371072582,https://www.facebook.com/122146890051072582/posts/122151379371072582,2026-08-30,10:00,/home/ubuntu/calendar_visual_review_20260816/2608054__2608054 - Maeve - Salgamos a hablar de todo.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608054__2608054 - Maeve - Salgamos a hablar de todo.jpeg=cb32ffabed7ef365cc95b363dc616318a03e76911dae0a7b10b7d8810ad56504,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
STG-17_30-033,ALIAS-0085,PUB-FB-17_30-72,2608051,2608051 - Universe - Mi unico defecto es que me gusta cger.jpeg,1036844829507460_122151379545072582,https://www.facebook.com/122146890051072582/posts/122151379545072582,2026-08-30,16:00,/home/ubuntu/calendar_visual_review_20260816/2608051__2608051 - Universe - Mi unico defecto es que me gusta cger.jpeg,/home/ubuntu/calendar_visual_review_20260816/2608051__2608051 - Universe - Mi unico defecto es que me gusta cger.jpeg=f40828e6145f3201c753122e4e7c14267179970bd1ac026ab1e0a9ba0d810708,,Identity_Verified_Inventory_Missing,No,None,Approve alias normalization or create non-CNT inventory row; do not alter source inventory automatically.
