Record_Type,Brief_ID,Cell_ID,Metric,Scenario,Historical_n,Clean_n,Contaminated_n,New_Case_Value,Clean_Mean,Contaminated_Mean,Mean_Bias_Pct,Clean_Median,Contaminated_Median,Median_Bias_Pct,Denominator_Overstatement_Pct,Overlap_Family,Wave1_Planned_n,Wave1_Contaminated_n,Wave1_Denominator_Overstatement_Pct,Wave1_Duplicate_Share_Pct,Schedule_Overlap,Caption_Treatment_Overlap,Interpretation
Metric_Sensitivity,FUT-TRANS-003,TRANS-UNIVERSE,Interacciones,cell_median,2,3,4,85.50,85.50,85.50,0.00,85.50,85.50,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-TRANS-003,TRANS-UNIVERSE,Interacciones,cell_mean,2,3,4,85.50,85.50,85.50,0.00,85.50,85.50,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-TRANS-003,TRANS-UNIVERSE,Interacciones,cell_max,2,3,4,164.00,111.67,124.75,11.72,164.00,164.00,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-TRANS-003,TRANS-UNIVERSE,Shares,cell_median,2,3,4,21.00,21.00,21.00,0.00,21.00,21.00,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-TRANS-003,TRANS-UNIVERSE,Shares,cell_mean,2,3,4,21.00,21.00,21.00,0.00,21.00,21.00,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-TRANS-003,TRANS-UNIVERSE,Shares,cell_max,2,3,4,42.00,28.00,31.50,12.50,42.00,42.00,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-ACID-003,ACID-DIALOGUE,Interacciones,cell_median,2,3,4,457.50,457.50,457.50,0.00,457.50,457.50,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-ACID-003,ACID-DIALOGUE,Interacciones,cell_mean,2,3,4,457.50,457.50,457.50,0.00,457.50,457.50,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-ACID-003,ACID-DIALOGUE,Interacciones,cell_max,2,3,4,521.00,478.67,489.25,2.21,521.00,521.00,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-ACID-003,ACID-DIALOGUE,Shares,cell_median,2,3,4,127.50,127.50,127.50,0.00,127.50,127.50,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-ACID-003,ACID-DIALOGUE,Shares,cell_mean,2,3,4,127.50,127.50,127.50,0.00,127.50,127.50,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Metric_Sensitivity,FUT-ACID-003,ACID-DIALOGUE,Shares,cell_max,2,3,4,185.00,146.67,156.25,6.53,185.00,185.00,0.00,33.33,,,,,,,,La misma pieza se cuenta dos veces dentro de la celda: el escenario contaminado añade una copia del caso nuevo; no representa rendimiento adicional real.
Family_Overlap,FUT-MICRO-005,MICRO-STRICT-3P,Denominator,one_brief_misclassified_into_Wave1_family,,3,4,,,,,,,,33.33,FAM-03,3,4,33.33,25.00,Yes,Yes,No hay outcomes de Wave 1 todavía; se cuantifica solo la inflación del denominador. No estimar sesgo de media/mediana sin resultados observados de la familia.
Family_Overlap,FUT-MICRO-006,MICRO-STRICT-3P,Denominator,one_brief_misclassified_into_Wave1_family,,3,4,,,,,,,,33.33,FAM-02,3,4,33.33,25.00,Yes,Yes,No hay outcomes de Wave 1 todavía; se cuantifica solo la inflación del denominador. No estimar sesgo de media/mediana sin resultados observados de la familia.
Family_Overlap,FUT-MICRO-006,MICRO-STRICT-3P,Denominator,one_brief_misclassified_into_Wave1_family,,3,4,,,,,,,,33.33,FAM-03,3,4,33.33,25.00,Yes,Yes,No hay outcomes de Wave 1 todavía; se cuantifica solo la inflación del denominador. No estimar sesgo de media/mediana sin resultados observados de la familia.
Family_Overlap,FUT-TRANS-003,TRANS-UNIVERSE,Denominator,one_brief_misclassified_into_Wave1_family,,3,4,,,,,,,,33.33,FAM-05,3,4,33.33,25.00,Yes,Yes,No hay outcomes de Wave 1 todavía; se cuantifica solo la inflación del denominador. No estimar sesgo de media/mediana sin resultados observados de la familia.
Family_Overlap,FUT-ACID-003,ACID-DIALOGUE,Denominator,one_brief_misclassified_into_Wave1_family,,3,4,,,,,,,,33.33,FAM-04,3,4,33.33,25.00,Yes,Yes,No hay outcomes de Wave 1 todavía; se cuantifica solo la inflación del denominador. No estimar sesgo de media/mediana sin resultados observados de la familia.
