id,created_utc,created_local,local_date,local_hour,weekday,message,reactions,comments,shares,interactions
1036844829507460_122144976705072582,2026-08-04T15:30:03+00:00,2026-08-04T09:30:03-06:00,2026-08-04,9.5,Tuesday,"La evolución no fue un accidente, fue un diseño de alta costura. 🎩🦢 Mientras unos intentan procesar, el Ganso simplemente es. Dios sabía lo que hacía cuando creó al animal que domina aire, tierra y agua... y además tiene estilo. Etiqueta a ese amigo que cree que la IA puede superarlo todo. #UniverseSentMe #GansoDios #IAvsRealidad #HumorAbsurdo #DiseñoDivino",207,11,46,264
1036844829507460_122144988987072582,2026-08-04T18:40:23+00:00,2026-08-04T12:40:23-06:00,2026-08-04,12.666666666666666,Tuesday,🫠 #UniverseSentMe #EvanUSM,23,2,7,32
1036844829507460_122144992809072582,2026-08-04T21:00:00+00:00,2026-08-04T15:00:00-06:00,2026-08-04,15.0,Tuesday,Ronroneo para el amigo 😌🥰 #UniverseSentMe #UniverseUSM #memes #humoracido,174,4,95,273
1036844829507460_122145018663072582,2026-08-05T00:00:10+00:00,2026-08-04T18:00:10-06:00,2026-08-04,18.0,Tuesday,"El destino tiene muchas formas, pero ninguna es ordinaria. Hoy completamos la colección de las Barajas de Universe Sent Me. Desde la raíz de Wilfred hasta el caos de Silvio. 🃏✨ Si tuvieras que elegir una para que te leyera la semana, ¿cuál sería?",10,1,2,13
1036844829507460_122145025611072582,2026-08-05T02:15:02+00:00,2026-08-04T20:15:02-06:00,2026-08-04,20.25,Tuesday,😒,2858,30,1215,4103
1036844829507460_122145465357072582,2026-08-05T17:42:35+00:00,2026-08-05T11:42:35-06:00,2026-08-05,11.7,Wednesday,Sabiduria ancestral! 🧙‍♂️ #UniverseSentMe #WilfredUSM #memesUSM,20,1,2,23
1036844829507460_122145472905072582,2026-08-05T21:00:10+00:00,2026-08-05T15:00:10-06:00,2026-08-05,15.0,Wednesday,😎 los veo en el futuro... #UniverseSentMe #future #aesthetic #mardenubes,2,0,4,6
1036844829507460_122145477453072582,2026-08-05T22:00:13+00:00,2026-08-05T16:00:13-06:00,2026-08-05,16.0,Wednesday,La memoria tiene un extraño sentido del humor 🤡✨ #UniverseSentMe #Humor #Memes #HumorExistencial #AnsiedadSocial #Relatable #VidaAdulta #Risas #FYP #SilvioUSM,14,2,4,20
1036844829507460_122145545163072582,2026-08-06T00:32:27+00:00,2026-08-05T18:32:27-06:00,2026-08-05,18.533333333333335,Wednesday,"Me hace falta vitamina B (besos). El Bosque tiene sus propios fantasmas. Algunos observan desde la niebla, esperando algo que nunca llega. No porque no puedan moverse — sino porque moverse significaría soltar. 👁️ ¿Conoces a alguien que sigue esperando algo que ya se fue? Etiquétalo. #FantasmaUSM #UniverseSentMe",19,3,2,24
1036844829507460_122145478893072582,2026-08-06T02:00:01+00:00,2026-08-05T20:00:01-06:00,2026-08-05,20.0,Wednesday,Hay días en los que la paz interior se toma vacaciones. ☁️🐱 ¿Cuál es la grosería que más repite tu cerebro cuando algo sale mal? 👀 #UniverseSentMe #UniverseUSM #Humor #Meme #Memes #HumorExistencial #PensamientosIntrusivos #Ansiedad #VidaCotidiana #HumorEnEspañol #Relatable #Gato #CatMeme #ParaTi #FYP #Risas,11,0,10,21
1036844829507460_122145720381072582,2026-08-06T16:00:20+00:00,2026-08-06T10:00:20-06:00,2026-08-06,10.0,Thursday,No todo lo que te duele te rompe.. #UniverseSentMe #ElaraUSM #pazinterior #reflexiones #MomentosUSM,81,3,13,97
1036844829507460_122145758655072582,2026-08-06T21:00:01+00:00,2026-08-06T15:00:01-06:00,2026-08-06,15.0,Thursday,😌 #UniverseSentMe #31minutos #KaelUSM #humor #memes #pazinterior #QuienQuieroSer,32,3,5,40
1036844829507460_122146198689072582,2026-08-07T00:11:04+00:00,2026-08-06T18:11:04-06:00,2026-08-06,18.183333333333334,Thursday,"👻 Hay lugares donde el silencio pesa más que el aire. El 𝑴𝒂𝒓 𝒅𝒆 𝑵𝒖𝒃𝒆𝒔 no es un destino, es un estado. Una pausa eterna donde las islas flotan y las nubes moradas y azules no tienen prisa. El 𝙁𝙖𝙣𝙩𝙖𝙨𝙢𝙖 está ahí. Levitando, observando, sin resolver nada. Porque a veces, suspender el momento es la única forma de sobrevivir a él. ¿En qué rincón de tu mente te gustaría flotar por un momento? #FantasmaUSM #MardeNubesUSM #UniverseSentMe",19,1,6,26
1036844829507460_122145477879072582,2026-08-07T02:00:15+00:00,2026-08-06T20:00:15-06:00,2026-08-06,20.0,Thursday,👻 #UniverseSentMe #FantasmaUSM #Humor #Meme #HumorExistencial #AnsiedadSocial #Relatable,72,2,17,91
1036844829507460_122146786659072582,2026-08-07T15:00:20+00:00,2026-08-07T09:00:20-06:00,2026-08-07,9.0,Friday,"El café ya está, el gato ya está, lo único que falta es que la vida se porte bien hoy. ¿Quién más llegó con la actita de guerrero esta mañana? #UniverseUSM #UniverseSentMe",26,3,3,32
1036844829507460_122146529085072582,2026-08-07T16:01:40+00:00,2026-08-07T10:01:40-06:00,2026-08-07,10.016666666666667,Friday,El café no te va a salvar... ☕🧙‍♂️ Pero te va a acompañar hasta que te rindas. #WilfredUSM #MomentosUSM #UniverseSentMe,3,1,4,8
1036844829507460_122146826319072582,2026-08-07T21:00:02+00:00,2026-08-07T15:00:02-06:00,2026-08-07,15.0,Friday,Yo: ¿Es...? No. ¿Y si fuera...? No. ¿Y si...? la respuesta correcta es dejar de hacer la pregunta. Wilfred lo sabe. ¿Alguien más le ha preguntado lo mismo 40 veces al día? #UniverseUSM #UniverseSentMe,12,0,2,14
1036844829507460_122146529469072582,2026-08-07T22:00:06+00:00,2026-08-07T16:00:06-06:00,2026-08-07,16.0,Friday,Algo agresiva... y muy mimosa #KaelUSM #MaeveUSM #MomentosUSM #UniverseSentMe,18,3,5,26
1036844829507460_122146887435072582,2026-08-08T00:14:23+00:00,2026-08-07T18:14:23-06:00,2026-08-07,18.233333333333334,Friday,🫣 #UniverseSentMe #EvanUSM #KiriUSM #memes #humor #MomentosUSM,38,1,5,44
1036844829507460_122146891569072582,2026-08-08T02:00:17+00:00,2026-08-07T20:00:17-06:00,2026-08-07,20.0,Friday,No porque no te quiera. Es que las estrellas dijeron que hoy no es el día. Y las estrellas no mienten. . . . #ElaraUSM #UniverseSentMe #MemesUSM #TarotUSM,5,0,2,7
1036844829507460_122146463517072582,2026-08-08T15:00:06+00:00,2026-08-08T09:00:06-06:00,2026-08-08,9.0,Saturday,😌 No es que te ignore... Es que tu mala vibra me llegó antes que tu mensaje. #ElaraUSM #MomentosUSM,14,2,0,16
1036844829507460_122147121621072582,2026-08-08T16:00:17+00:00,2026-08-08T10:00:17-06:00,2026-08-08,10.0,Saturday,😁😆 Bruce! Bruce! BRUCE!! #UniverseSentMe #humor #EvanUSM #KiriUSM #MomentosUSM #meme,5,1,3,9
1036844829507460_122147126817072582,2026-08-08T18:00:00+00:00,2026-08-08T12:00:00-06:00,2026-08-08,12.0,Saturday,🫣 #UniverseSentMe #cursis #UniverseUSM #memes #humor,59,3,29,91
1036844829507460_122147135691072582,2026-08-08T21:00:08+00:00,2026-08-08T15:00:08-06:00,2026-08-08,15.0,Saturday,"🧑‍🎤 clásico de cuando el universo sí manda señal, pero el router no #UniverseSentMe #MarDeNubes #relatable #humor #memes",87,2,30,119
1036844829507460_122147123715072582,2026-08-09T00:00:08+00:00,2026-08-08T18:00:08-06:00,2026-08-08,18.0,Saturday,Padrísimo... 🫥 #UniverseSentMe #soltero #EvanUSM #memes #vidareal,57,3,28,88
1036844829507460_122147352825072582,2026-08-09T01:19:54+00:00,2026-08-08T19:19:54-06:00,2026-08-08,19.316666666666666,Saturday,"Universe no sabe qué trae en la caja. Nunca sabe. 🌙📦 Pero sí sabe quedarse a ver la cara que pone Elara cuando la abre. 👇 Comenta ""LUNA"" y te mandamos el link directo a la lámpara que le llegó a ella. #UniverseSentMe #QueMeLlegoUSM #UniverseUSM #ElaraUSM",15,2,1,18
1036844829507460_122147211939072582,2026-08-09T02:00:39+00:00,2026-08-08T20:00:39-06:00,2026-08-08,20.0,Saturday,Elara pasó toda la noche tratando de leerlo. Evan solo quería ver las estrellas. 🌲✨ #UniverseSentMe #ElaraUSM #EvanUSM #ElBosque #MomentosUSM,6,1,1,8
1036844829507460_122147732079072582,2026-08-09T15:48:40+00:00,2026-08-09T09:48:40-06:00,2026-08-09,9.8,Sunday,"Elara esta semana, en pocas palabras 🎧🌲 #UniverseSentMe #ElaraUSM #ElBosque #arte",10,1,2,13
1036844829507460_122147740875072582,2026-08-09T17:53:52+00:00,2026-08-09T11:53:52-06:00,2026-08-09,11.883333333333333,Sunday,🧉 #UniverseSentMe #WilfredUSM #memes,150,3,80,233
1036844829507460_122147741391072582,2026-08-09T21:00:00+00:00,2026-08-09T15:00:00-06:00,2026-08-09,15.0,Sunday,😐 #UniverseSentMe #ElaraUSM #relatable,28,3,10,41
1036844829507460_122147749683072582,2026-08-10T00:00:48+00:00,2026-08-09T18:00:48-06:00,2026-08-09,18.0,Sunday,Les dije que no eran cartones pintados #UniverseSentMe #memes #humor #UniverseUSM,6,1,0,7
1036844829507460_122147754903072582,2026-08-10T02:00:05+00:00,2026-08-09T20:00:05-06:00,2026-08-09,20.0,Sunday,🧚‍♀️✨ #UniverseSentMe #KiriUSM #vidareal #amabilidad,13,1,12,26
1036844829507460_122147794623072582,2026-08-10T03:17:55+00:00,2026-08-09T21:17:55-06:00,2026-08-09,21.283333333333335,Sunday,🥵,58,3,3,64
1036844829507460_122147825283072582,2026-08-10T16:00:48+00:00,2026-08-10T10:00:48-06:00,2026-08-10,10.0,Monday,😋 #UniverseSentMe #EvanUSM #cafe #memes #Enviar,26,2,9,37
1036844829507460_122147825499072582,2026-08-10T20:00:04+00:00,2026-08-10T14:00:04-06:00,2026-08-10,14.0,Monday,🫢 #UniverseSentMe #humor #relatable #UniverseUSM,207,5,50,262
1036844829507460_122147826357072582,2026-08-10T23:00:20+00:00,2026-08-10T17:00:20-06:00,2026-08-10,17.0,Monday,imaginate... jsjs,216,2,79,297
1036844829507460_122148545655072582,2026-08-11T16:23:49+00:00,2026-08-11T10:23:49-06:00,2026-08-11,10.383333333333333,Tuesday,😑 #UniverseSentMe #SilvioUSM #humor #relatable,149,2,83,234
1036844829507460_122148560799072582,2026-08-11T19:22:29+00:00,2026-08-11T13:22:29-06:00,2026-08-11,13.366666666666667,Tuesday,#UniverseSentMe,11,3,1,15
1036844829507460_122148554937072582,2026-08-11T20:00:00+00:00,2026-08-11T14:00:00-06:00,2026-08-11,14.0,Tuesday,🍗😂 #UniverseSentMe #Kael+MaeveUSM #MomentosUSM #humor #relatable #meme,26,3,2,31
1036844829507460_122148555081072582,2026-08-11T23:00:04+00:00,2026-08-11T17:00:04-06:00,2026-08-11,17.0,Tuesday,Te extraño bruja 🧙‍♀️😢 #UniverseSentMe #MaeveUSM #relatable #humor,120,6,16,142
1036844829507460_122148555549072582,2026-08-12T03:00:01+00:00,2026-08-11T21:00:01-06:00,2026-08-11,21.0,Tuesday,Tus únicas amigas son estas 😳 #UniverseSentMe #KaelUSM #humor #memes,465,11,193,669
1036844829507460_122148868341072582,2026-08-12T15:30:01+00:00,2026-08-12T09:30:01-06:00,2026-08-12,9.5,Wednesday,¿Qué quieres desayunar? 😳 #UniverseSentMe #EvanUSM #KiriUSM #relatable,370,8,111,489
1036844829507460_122148874563072582,2026-08-12T20:00:00+00:00,2026-08-12T14:00:00-06:00,2026-08-12,14.0,Wednesday,🤡 #UniverseSentMe #SilvioUSM #humor #memes,139,8,33,180
1036844829507460_122148874935072582,2026-08-12T23:00:01+00:00,2026-08-12T17:00:01-06:00,2026-08-12,17.0,Wednesday,😎 #UniverseSentMe #humor #relatable,7,0,6,13
1036844829507460_122148876189072582,2026-08-13T15:30:05+00:00,2026-08-13T09:30:05-06:00,2026-08-13,9.5,Thursday,si no te puedo ver te tengo que soñar 😴 #UniverseSentMe #MaeveUSM #relatable,5,1,1,7
1036844829507460_122148877293072582,2026-08-13T18:00:00+00:00,2026-08-13T12:00:00-06:00,2026-08-13,12.0,Thursday,ya no sé quién soy... (soy ese) 😩 #UniverseSentMe #EvanUSM #relatable #humor,24,2,7,33
1036844829507460_122148876693072582,2026-08-13T21:00:02+00:00,2026-08-13T15:00:02-06:00,2026-08-13,15.0,Thursday,🔦 #UniverseSentMe #ElaraUSM #relatable,13,0,4,17
1036844829507460_122148877017072582,2026-08-13T22:00:03+00:00,2026-08-13T16:00:03-06:00,2026-08-13,16.0,Thursday,La asfixiante realidad.. yo: 🥺 #UniverseSentMe #UniverseUSM #KaelUSM #humor,30,1,6,37
1036844829507460_122150054493072582,2026-08-14T15:16:32+00:00,2026-08-14T09:16:32-06:00,2026-08-14,9.266666666666667,Friday,😎 #UniverseSentMe #UniverseUSM #relatable #memes,32,3,14,49
1036844829507460_122150055021072582,2026-08-14T16:15:00+00:00,2026-08-14T10:15:00-06:00,2026-08-14,10.25,Friday,🤷‍♂️🧙‍♂️ #UniverseSentMe #WilfredUSM #memes #relatable,10,0,4,14
